iter	Passed	Remaining
1648	30940	6585
1649	30958	6566
1650	30977	6548
1651	30997	6529
1652	31017	6511
1653	31037	6492
1654	31055	6473
1655	31073	6454
1656	31090	6435
1657	31107	6416
1658	31126	6397
1659	31144	6379
1660	31164	6360
1661	31182	6341
1662	31203	6323
1663	31224	6304
1664	31245	6286
1665	31265	6268
1666	31282	6249
1667	31300	6230
1668	31317	6210
1669	31336	6192
1670	31356	6173
1671	31374	6154
1672	31391	6135
1673	31409	6116
1674	31428	6098
1675	31445	6079
1676	31464	6060
1677	31485	6041
1678	31506	6023
1679	31524	6004
1680	31543	5985
1681	31561	5967
1682	31578	5947
1683	31595	5928
1684	31615	5910
1685	31633	5891
1686	31650	5872
1687	31667	5853
1688	31685	5834
1689	31718	5818
1690	31736	5799
1691	31755	5780
1692	31773	5761
1693	31790	5742
1694	31812	5724
1695	31832	5705
1696	31852	5687
1697	31869	5668
1698	31888	5649
1699	31905	5630
1700	31924	5611
1701	31944	5593
1702	31964	5574
1703	31982	5555
1704	32000	5536
1705	32018	5517
1706	32036	5498
1707	32053	5479
1708	32070	5460
1709	32090	5442
1710	32108	5423
1711	32129	5404
1712	32148	5386
1713	32165	5367
1714	32182	5348
1715	32198	5328
1716	32215	5309
1717	32235	5291
1718	32256	5272
1719	32274	5254
1720	32294	5235
1721	32313	5216
1722	32331	5197
1723	32351	5179
1724	32370	5160
1725	32388	5141
1726	32407	5122
1727	32426	5104
1728	32444	5085
1729	32464	5066
1730	32483	5047
1731	32501	5029
1732	32519	5010
1733	32537	4991
1734	32556	4972
1735	32574	4953
1736	32592	4934
1737	32611	4916
1738	32630	4897
1739	32650	4878
1740	32669	4860
1741	32688	4841
1742	32707	4822
1743	32726	4803
1744	32744	4784
1745	32763	4766
1746	32783	4747
1747	32801	4728
1748	32818	4709
1749	32838	4691
1750	32857	4672
1751	32876	4653
1752	32894	4634
1753	32911	4615
1754	32929	4597
1755	32947	4578
1756	32965	4559
1757	32984	4540
1758	33002	4521
1759	33020	4502
1760	33038	4483
1761	33056	4465
1762	33074	4446
1763	33092	4427
1764	33110	4408
1765	33129	4389
1766	33147	4370
1767	33165	4352
1768	33184	4333
1769	33202	4314
1770	33220	4295
1771	33238	4276
1772	33259	4258
1773	33278	4239
1774	33297	4220
1775	33318	4202
1776	33337	4183
1777	33357	4164
1778	33374	4146
1779	33392	4127
1780	33411	4108
1781	33426	4089
1782	33446	4070
1783	33463	4051
1784	33481	4032
1785	33498	4013
1786	33518	3995
1787	33538	3976
1788	33557	3957
1789	33576	3939
1790	33595	3920
1791	33616	3901
1792	33635	3883
1793	33654	3864
1794	33671	3845
1795	33689	3826
1796	33707	3807
1797	33725	3788
1798	33742	3770
1799	33761	3751
1800	33779	3732
1801	33797	3713
1802	33820	3695
1803	33841	3676
1804	33858	3657
1805	33877	3639
1806	33895	3620
1807	33913	3601
1808	33932	3582
1809	33951	3563
1810	33970	3545
1811	33988	3526
1812	34006	3507
1813	34025	3488
1814	34043	3470
1815	34062	3451
1816	34081	3432
1817	34099	3413
1818	34116	3394
1819	34134	3375
1820	34155	3357
1821	34173	3338
1822	34193	3319
1823	34211	3301
1824	34230	3282
1825	34248	3263
1826	34268	3244
1827	34287	3226
1828	34307	3207
1829	34325	3188
1830	34346	3170
1831	34366	3151
1832	34384	3132
1833	34402	3113
1834	34421	3095
1835	34438	3076
1836	34457	3057
1837	34474	3038
1838	34492	3019
1839	34511	3000
1840	34528	2982
1841	34549	2963
1842	34567	2944
1843	34586	2925
1844	34605	2907
1845	34625	2888
1846	34645	2869
1847	34664	2851
1848	34682	2832
1849	34698	2813
1850	34717	2794
1851	34735	2775
1852	34753	2756
1853	34771	2738
1854	34789	2719
1855	34807	2700
1856	34826	2681
1857	34843	2662
1858	34861	2644
1859	34879	2625
1860	34899	2606
1861	34918	2587
1862	34936	2569
1863	34955	2550
1864	34973	2531
1865	34991	2512
1866	35007	2493
1867	35025	2475
1868	35045	2456
1869	35062	2437
1870	35079	2418
1871	35098	2399
1872	35118	2381
1873	35137	2362
1874	35154	2343
1875	35172	2324
1876	35190	2306
1877	35209	2287
1878	35227	2268
1879	35244	2249
1880	35264	2230
1881	35282	2212
1882	35300	2193
1883	35317	2174
1884	35336	2155
1885	35354	2137
1886	35372	2118
1887	35391	2099
1888	35409	2080
1889	35430	2062
1890	35450	2043
1891	35468	2024
1892	35486	2005
1893	35505	1987
1894	35523	1968
1895	35540	1949
1896	35558	1930
1897	35576	1911
1898	35595	1893
1899	35614	1874
1900	35633	1855
1901	35652	1836
1902	35673	1818
1903	35692	1799
1904	35710	1780
1905	35727	1762
1906	35746	1743
1907	35764	1724
1908	35781	1705
1909	35801	1686
1910	35819	1668
1911	35836	1649
1912	35854	1630
1913	35874	1611
1914	35892	1593
1915	35911	1574
1916	35930	1555
1917	35949	1536
1918	35967	1518
1919	35986	1499
1920	36004	1480
1921	36023	1461
1922	36040	1443
1923	36061	1424
1924	36078	1405
1925	36098	1386
1926	36116	1368
1927	36136	1349
1928	36153	1330
1929	36172	1311
1930	36189	1293
1931	36205	1274
1932	36223	1255
1933	36241	1236
1934	36260	1218
1935	36278	1199
1936	36295	1180
1937	36315	1161
1938	36333	1143
1939	36351	1124
1940	36369	1105
1941	36387	1086
1942	36404	1067
1943	36422	1049
1944	36439	1030
1945	36458	1011
1946	36479	993
1947	36497	974
1948	36514	955
1949	36532	936
1950	36550	917
1951	36568	899
1952	36586	880
1953	36605	861
1954	36623	843
1955	36641	824
1956	36659	805
1957	36676	786
1958	36693	767
1959	36705	749
1960	36724	730
1961	36742	711
1962	36762	692
1963	36780	674
1964	36798	655
1965	36816	636
1966	36832	617
1967	36849	599
1968	36867	580
1969	36888	561
1970	36907	543
1971	36924	524
1972	36943	505
1973	36960	486
1974	36979	468
1975	37000	449
1976	37018	430
1977	37036	411
1978	37055	393
1979	37074	374
1980	37091	355
1981	37110	337
1982	37129	318
1983	37149	299
1984	37167	280
1985	37185	262
1986	37202	243
1987	37219	224
1988	37238	205
1989	37256	187
1990	37273	168
1991	37291	149
1992	37310	131
1993	37329	112
1994	37349	93
1995	37368	74
1996	37387	56
1997	37405	37
1998	37423	18
1999	37442	0
