iter	RMSE
368	0.3123623736
369	0.3121858823
370	0.3121671834
371	0.3121662326
372	0.3120461681
373	0.3120449535
374	0.3120441009
375	0.3118375958
376	0.3117279265
377	0.3117268814
378	0.3117213474
379	0.311468517
380	0.3112704785
381	0.3111294139
382	0.3109006939
383	0.310520714
384	0.3105186972
385	0.3102366424
386	0.3101651509
387	0.3098523784
388	0.3098470206
389	0.3096430445
390	0.3094974921
391	0.3094955339
392	0.3093564516
393	0.3093544754
394	0.3092276246
395	0.3092247437
396	0.3089945671
397	0.3087706768
398	0.3087267502
399	0.3087247528
400	0.3085246974
401	0.3083599257
402	0.3081578598
403	0.3079776626
404	0.3079757888
405	0.3078346411
406	0.3076962319
407	0.3073939195
408	0.3072805439
409	0.3070898311
410	0.3070885278
411	0.3070870453
412	0.3069437151
413	0.3066030337
414	0.3064749265
415	0.3062760749
416	0.3062747237
417	0.3062738744
418	0.3062725558
419	0.306126217
420	0.3061250114
421	0.3061242473
422	0.305887045
423	0.3056660447
424	0.3054627087
425	0.3052242932
426	0.3052225723
427	0.3052212996
428	0.3052200714
429	0.3050731777
430	0.3049171064
431	0.3047195687
432	0.3047189038
433	0.3047177962
434	0.3047160722
435	0.3046301578
436	0.3044213434
437	0.3041972272
438	0.3039389242
439	0.3036902047
440	0.3036640884
441	0.3034879069
442	0.3033035149
443	0.3030934286
444	0.3029766281
445	0.3028045052
446	0.3028017625
447	0.3028004188
448	0.3025742423
449	0.3024989459
450	0.3023120907
451	0.3019931366
452	0.3018554933
453	0.3018538268
454	0.3017684351
455	0.3017668414
456	0.3015770237
457	0.3014316886
458	0.3012627622
459	0.3012303612
460	0.3012281662
461	0.3010841298
462	0.3010836698
463	0.3008799745
464	0.3008789202
465	0.3008781597
466	0.300873021
467	0.3008722982
468	0.3007403093
469	0.3007393064
470	0.3006046321
471	0.300500019
472	0.3003972981
473	0.3003963598
474	0.3003938748
475	0.3002381672
476	0.3000938753
477	0.3000931947
478	0.300081913
479	0.2998010069
480	0.2997957413
481	0.2995440586
482	0.2995428825
483	0.2995376577
484	0.2993019779
485	0.2992049318
486	0.2990389101
487	0.2988312751
488	0.2988301324
489	0.2988290565
490	0.2986919716
491	0.298690903
492	0.2986818183
493	0.2986807718
494	0.2986784435
495	0.2986765354
496	0.2986128445
497	0.2986082519
498	0.2985151955
499	0.2983575876
500	0.2983565874
501	0.2983512925
502	0.2982597748
503	0.2981305086
504	0.2980826968
505	0.2978673775
506	0.2977886772
507	0.2976549396
508	0.2974395117
509	0.2974385717
510	0.2973021607
511	0.29718203
512	0.2970882147
513	0.2970860854
514	0.2969649551
515	0.2969642949
516	0.2969634446
517	0.2969235654
518	0.2967168448
519	0.2967160114
520	0.296482464
521	0.2964819005
522	0.2963424483
523	0.2963352162
524	0.2962065965
525	0.2962057858
526	0.2960625316
527	0.2959288482
528	0.2958246426
529	0.295823595
530	0.2958176479
531	0.2958166238
532	0.2957379551
533	0.2956012468
534	0.2954501824
535	0.2954491215
536	0.2954415614
537	0.29544109
538	0.2951840191
539	0.2951831481
540	0.2950051308
541	0.2949997985
542	0.2949461382
543	0.2949453805
544	0.2949377161
545	0.2948270865
546	0.2948241685
547	0.2948214353
548	0.2947788916
549	0.2947472467
550	0.2946991704
551	0.2946927108
552	0.294545319
553	0.2944401738
554	0.2944340204
555	0.2944302785
556	0.2944285998
557	0.2943422632
558	0.2942440556
559	0.2942398965
560	0.2942386454
561	0.2941422828
562	0.2940459226
563	0.2939330936
564	0.2937676523
565	0.2937666705
566	0.2937628633
567	0.2937616496
568	0.2937606387
569	0.2936848482
570	0.2936837641
571	0.2935859711
572	0.2935849846
573	0.2935845803
574	0.2935792087
575	0.2934873414
576	0.2933539227
577	0.2933484095
578	0.2932224267
579	0.2932104221
580	0.2929997232
581	0.2929292846
582	0.2926631929
583	0.2924965174
584	0.2923207439
585	0.2922296748
586	0.2920612561
587	0.2920607942
588	0.2920592515
589	0.2919667019
590	0.2917915694
591	0.2917266749
592	0.2916049837
593	0.2915126839
594	0.2915115311
595	0.2914810626
596	0.2914800829
597	0.2914040698
598	0.2914036841
599	0.291371879
600	0.2913702773
601	0.2913159437
602	0.2911981714
603	0.2910900675
604	0.2910198566
605	0.2908417745
606	0.2907591623
607	0.2907578433
608	0.290753465
609	0.2906562223
610	0.2906522008
611	0.2905716472
612	0.2905707204
613	0.2905668589
614	0.2904857892
615	0.2904782132
616	0.2903718702
617	0.2903407591
618	0.2902616552
619	0.2901705163
620	0.2900580754
621	0.2899953047
622	0.2899113044
623	0.2898049674
624	0.2897983083
625	0.2897957995
626	0.2896328436
627	0.2894923332
628	0.2893554382
629	0.2893542383
630	0.2890084889
631	0.288991386
632	0.2888707456
633	0.2887952911
634	0.2887889293
635	0.2887389934
636	0.2887107351
637	0.2887078708
638	0.2886304508
639	0.2886291784
640	0.2886285395
641	0.2884650973
642	0.2883972763
643	0.2883257537
644	0.288324926
645	0.2883246834
646	0.2883226522
647	0.28824172
648	0.2882392071
649	0.2882380606
650	0.2882376908
651	0.2882353515
652	0.2880439974
653	0.2880416436
654	0.2880314134
655	0.2879114425
656	0.2879091969
657	0.2878501965
658	0.2876917166
659	0.2876129538
660	0.2876111706
661	0.2876016076
662	0.287454689
663	0.2873449209
664	0.2873390388
665	0.2871928417
666	0.287024117
667	0.2870230659
668	0.2868995462
669	0.2866790357
670	0.2866733383
671	0.2866725874
672	0.2865002346
673	0.2863578683
674	0.2863557646
675	0.2863554011
676	0.2863453485
677	0.2863428105
678	0.286182862
679	0.286094088
680	0.2860656383
681	0.2858868394
682	0.2858709299
683	0.285760117
684	0.2857557121
685	0.2857549339
686	0.285752304
687	0.2857464033
688	0.2857410954
689	0.2857407805
690	0.2856469507
691	0.2855784148
692	0.2855322612
693	0.2854774461
694	0.2854011675
695	0.2854005147
696	0.2853986341
697	0.2853934823
698	0.2853100574
699	0.2852692898
700	0.2852674758
701	0.2851608164
702	0.2851557349
703	0.2850780982
704	0.285075253
705	0.2849673126
706	0.2849667838
707	0.2848544602
708	0.2847429022
709	0.2847392768
710	0.2846472486
711	0.2845690639
712	0.2844858235
713	0.2844838975
714	0.28441937
715	0.2843295249
716	0.2841776012
717	0.2841073634
718	0.2840262221
719	0.2840180532
720	0.2838228209
721	0.283664776
722	0.2834676713
723	0.2833715579
724	0.2833625635
725	0.282959709
726	0.2828902515
727	0.282823339
728	0.2828212516
729	0.2827295224
730	0.2827279732
731	0.282670301
732	0.2826657867
733	0.2826642975
734	0.2826628542
735	0.2826497545
736	0.2826315316
737	0.2825739907
738	0.2825031977
739	0.2824740793
740	0.2823726336
741	0.2823698852
742	0.2823686199
743	0.2822973789
744	0.2822953515
745	0.2822949052
746	0.2822688783
747	0.2820747672
748	0.281962656
749	0.2818196615
750	0.2817984065
751	0.2816906037
752	0.2815092801
753	0.2815023183
754	0.2814431594
755	0.2814236871
756	0.2813391515
757	0.2813384323
758	0.2812008354
759	0.2809843832
760	0.2809097113
761	0.2807697357
762	0.2807176857
763	0.280640625
764	0.2806400023
765	0.2805416754
766	0.2804458482
767	0.2803658875
768	0.2802187321
769	0.2800460266
770	0.2799747966
771	0.2799742648
772	0.2799736327
773	0.2798926714
774	0.2798394328
775	0.2797502804
776	0.2796876396
777	0.2796004947
778	0.2794464983
779	0.2793425114
780	0.2792272556
781	0.2791601892
782	0.2791136729
783	0.2789869251
784	0.2789859294
785	0.2788029594
786	0.2788016825
787	0.2787108322
788	0.2787086463
789	0.2785712927
790	0.2785274015
791	0.2785254674
792	0.2784681368
793	0.2784602196
794	0.2783719477
795	0.27832597
796	0.2783233503
797	0.2782964045
798	0.2782435122
799	0.2781781175
800	0.2781532385
801	0.2781413371
802	0.2781163275
803	0.2781054047
804	0.2780010732
805	0.2779428769
806	0.2779383004
807	0.2778304047
808	0.277782404
809	0.2776479893
810	0.2775744267
811	0.2774513764
812	0.2773812266
813	0.2773745324
814	0.2773725893
815	0.2773714955
816	0.2773703706
817	0.2772310081
818	0.2772078391
819	0.2771809541
820	0.2770906683
821	0.2770895889
822	0.2769829647
823	0.2769396873
824	0.2768835334
825	0.2768632706
826	0.2768056418
827	0.2766837269
828	0.2765976654
829	0.2765966787
830	0.2764646139
831	0.2764634788
832	0.2764408296
833	0.2763790918
834	0.2763273861
835	0.2762038321
836	0.2762030432
837	0.2762020121
838	0.2761406094
839	0.2760741933
840	0.2760484975
841	0.2760468643
842	0.2759926865
843	0.2759915811
844	0.2759874856
845	0.2759448245
846	0.2758952179
847	0.275749508
848	0.2756990309
849	0.2756212866
850	0.2755154266
851	0.2754318591
852	0.275366014
853	0.2753587798
854	0.2752532318
855	0.2752506032
856	0.2752487146
857	0.2752347753
858	0.2752341519
859	0.2752223761
860	0.2751860654
861	0.2751513251
862	0.2750567589
863	0.2749944333
864	0.2749597971
865	0.274956331
866	0.2748231937
867	0.2746582452
868	0.2746513658
869	0.2745280503
870	0.2745084605
871	0.2744244556
872	0.2744237793
873	0.2744222519
874	0.2744179538
875	0.2743358597
876	0.2742598777
877	0.2741811959
878	0.2741164307
879	0.2739467055
880	0.2738819462
881	0.2737710247
882	0.2737552399
883	0.2737543423
884	0.273753639
885	0.2737530072
886	0.2735899636
887	0.2735233022
888	0.2735224909
889	0.2733881254
890	0.2733058019
891	0.2732287989
892	0.2731560116
893	0.2731062879
894	0.2730472295
895	0.2730424913
896	0.2728135575
897	0.2727032015
898	0.2726981112
899	0.2726098442
900	0.2725233773
901	0.2725191711
902	0.272435176
903	0.2722830296
904	0.2722825076
905	0.27227294
906	0.2722210831
907	0.2721913897
908	0.2721392482
909	0.2721311109
910	0.2721207598
911	0.272093273
912	0.2720264674
913	0.2719188027
914	0.2718277173
915	0.2717389797
916	0.2717384102
917	0.2717225824
918	0.2717218761
919	0.2716765805
920	0.2714316456
921	0.271392903
922	0.2713693621
923	0.2713139666
924	0.2712889624
925	0.2712126695
926	0.2711961282
927	0.2711874428
928	0.2710991804
929	0.2710897846
930	0.2709622181
931	0.2708566262
932	0.2707409475
933	0.2706707592
934	0.2706606393
935	0.2706186117
936	0.270618083
937	0.2705281197
938	0.2703663602
939	0.270288363
940	0.2702509226
941	0.2702158921
942	0.2701381704
943	0.2700638536
944	0.2700590424
945	0.2700272224
946	0.2700219162
947	0.2700012716
948	0.2699520953
949	0.2699161589
950	0.2697954062
951	0.2697719934
952	0.2696546355
953	0.2696256036
954	0.2696006543
955	0.2694889531
956	0.2694663254
957	0.2694063989
958	0.2693255616
959	0.2692043532
960	0.2691423089
961	0.2690623964
962	0.268905884
963	0.2688685375
964	0.2688536512
965	0.268821206
966	0.2687533709
967	0.2687386445
968	0.268705558
969	0.2686518472
970	0.2686442635
971	0.268643347
972	0.2685987968
973	0.2685094679
974	0.2685083769
975	0.2684167546
976	0.2683624161
977	0.268304514
978	0.2681561259
979	0.268105682
980	0.2680705295
981	0.2680679769
982	0.267987273
983	0.2679105573
984	0.2678947665
985	0.2678718007
986	0.2678302575
987	0.2678297053
988	0.267811397
989	0.2678043284
990	0.2677855651
991	0.2677816029
992	0.2677568333
993	0.2676306694
994	0.2675660415
995	0.2675656479
996	0.2675080247
997	0.2675071311
998	0.2674601286
999	0.2673962829
1000	0.2673250644
1001	0.2672983039
1002	0.267216062
1003	0.2670379301
1004	0.2670365246
1005	0.2669795655
1006	0.2669398965
1007	0.2669119502
1008	0.2668828353
1009	0.2668471627
1010	0.2668422124
1011	0.2668326154
1012	0.2668277401
1013	0.2667787643
1014	0.2667364792
1015	0.2666148029
1016	0.2665065657
1017	0.2664716081
1018	0.2663948697
1019	0.2663468528
1020	0.2663457009
1021	0.2663326619
1022	0.2663308266
1023	0.2662701257
1024	0.2662536791
1025	0.2661335209
1026	0.26611
1027	0.266023681
1028	0.2660167629
1029	0.2659428326
1030	0.2658602288
1031	0.2658547525
1032	0.2658182849
1033	0.2657659091
1034	0.2657402511
1035	0.2656353929
1036	0.2655961835
1037	0.2654957108
1038	0.2654888007
1039	0.2654831923
1040	0.2654196475
1041	0.2654191306
1042	0.2653821026
1043	0.2653545061
1044	0.2652729821
1045	0.2651987249
1046	0.2651382013
1047	0.2650949634
1048	0.2649989157
1049	0.2649603006
1050	0.2648357711
1051	0.2648265185
1052	0.2648260478
1053	0.2648115764
1054	0.2647871501
1055	0.2647173961
1056	0.2647123905
1057	0.2646827923
1058	0.2646805652
1059	0.2646477269
1060	0.2646278203
1061	0.2645463502
1062	0.2645456828
1063	0.2644925883
1064	0.264486791
1065	0.2644649047
1066	0.2644076693
1067	0.2643463221
1068	0.26434578
1069	0.2643401379
1070	0.2642643166
1071	0.2642057737
1072	0.2640950247
1073	0.2640230343
1074	0.2640025186
1075	0.2639537057
1076	0.2638770103
1077	0.2637901468
1078	0.2637307104
1079	0.2637225589
1080	0.2636629526
1081	0.2636037877
1082	0.2634805966
1083	0.2634754139
1084	0.2634186881
1085	0.2633868352
1086	0.2633361562
1087	0.2633032193
1088	0.2632979653
1089	0.2632475538
1090	0.2631822348
1091	0.2631074069
1092	0.2630828873
1093	0.2630537155
1094	0.2630531031
1095	0.2630237299
1096	0.2629423024
1097	0.2628625627
1098	0.2628045474
1099	0.2627678474
1100	0.2627585729
1101	0.2626858272
1102	0.2626138385
1103	0.2626133558
1104	0.2624697062
1105	0.2623994887
1106	0.2623878619
1107	0.2623314144
1108	0.2622537619
1109	0.262176267
1110	0.2621403315
1111	0.2621327534
1112	0.2621053266
1113	0.2620452509
1114	0.2619707332
1115	0.261965009
1116	0.2618874201
1117	0.2618807772
1118	0.2618570762
1119	0.2617666609
1120	0.2617329571
1121	0.261704175
1122	0.261594262
1123	0.2615856192
1124	0.2615838949
1125	0.2615478791
1126	0.2615462326
1127	0.2614459795
1128	0.2613998919
1129	0.2613462993
1130	0.2613150916
1131	0.2613121349
1132	0.2613051288
1133	0.2612443626
1134	0.2611802435
1135	0.2610549802
1136	0.2609327045
1137	0.260887957
1138	0.2608649654
1139	0.2607748348
1140	0.2607493326
1141	0.2607417683
1142	0.2607196986
1143	0.2606798151
1144	0.2605281677
1145	0.2605114619
1146	0.2604695069
1147	0.2604305858
1148	0.2604090236
1149	0.260343495
1150	0.2602940253
1151	0.2602929542
1152	0.2602885595
1153	0.2602735212
1154	0.2602065244
1155	0.2601753854
1156	0.2601525137
1157	0.2601221666
1158	0.2600608366
1159	0.2600119473
1160	0.2600109495
1161	0.2599148326
1162	0.2599135285
1163	0.2598362361
1164	0.2598311771
1165	0.2598289053
1166	0.2597898752
1167	0.2597856126
1168	0.2597504633
1169	0.2597453593
1170	0.2596913719
1171	0.2596497621
1172	0.2595966808
1173	0.2595725205
1174	0.2595008215
1175	0.2594871571
1176	0.2594241284
1177	0.2593906027
1178	0.2593849304
1179	0.2593380896
1180	0.2592792626
1181	0.2592778332
1182	0.2592414002
1183	0.2592013455
1184	0.2590801033
1185	0.2589763073
1186	0.2589023624
1187	0.258892361
1188	0.2588626941
1189	0.2587810189
1190	0.2586619507
1191	0.2586611886
1192	0.2586002232
1193	0.2585477199
1194	0.2584482707
1195	0.2583635184
1196	0.2583162029
1197	0.2582918578
1198	0.2582856924
1199	0.2581698984
1200	0.2581692725
1201	0.2581213586
1202	0.2580196821
1203	0.2579836977
1204	0.2579574461
1205	0.2579128776
1206	0.2578666637
1207	0.2578311257
1208	0.2577179952
1209	0.2576635711
1210	0.257563284
1211	0.25753351
1212	0.2575020391
1213	0.2575015128
1214	0.2573713393
1215	0.2573699575
1216	0.2572398462
1217	0.257196112
1218	0.2570785358
1219	0.2570644842
1220	0.2570139479
1221	0.2569701073
1222	0.2569695982
1223	0.2569277134
1224	0.2568823354
1225	0.2568690062
1226	0.2567859959
1227	0.2567852645
1228	0.2567839517
1229	0.2567832461
1230	0.2567036917
1231	0.2567028949
1232	0.2566922741
1233	0.2566527361
1234	0.2566204743
1235	0.2566174091
1236	0.2565870991
1237	0.2565864148
1238	0.2565855235
1239	0.2565788811
1240	0.2565580376
1241	0.2565572539
1242	0.2565172441
1243	0.2564681437
1244	0.2564673972
1245	0.2564539796
1246	0.2564352738
1247	0.2564344385
1248	0.2563753503
1249	0.2563244317
1250	0.2563177895
1251	0.2563061544
1252	0.2562564742
1253	0.2561917429
1254	0.2561579492
1255	0.2560734936
1256	0.2560022894
1257	0.2559688316
1258	0.2558808906
1259	0.2558301222
1260	0.2558075527
1261	0.2558000731
1262	0.2557872769
1263	0.2557807876
1264	0.255742283
1265	0.2556847008
1266	0.2556603886
1267	0.2556564208
1268	0.2555647624
1269	0.2555053389
1270	0.2554323571
1271	0.255430143
1272	0.2553823396
1273	0.2553656205
1274	0.2553492235
1275	0.2552893724
1276	0.2551867454
1277	0.2551829803
1278	0.2551682112
1279	0.2551675866
1280	0.2551104177
1281	0.2551055294
1282	0.2551000407
1283	0.2550854848
1284	0.2550202142
1285	0.2549323632
1286	0.2548461283
1287	0.2548391129
1288	0.2546955195
1289	0.2546272014
1290	0.2545559619
1291	0.2545221411
1292	0.2544853809
1293	0.2543642929
1294	0.2543438646
1295	0.2542350621
1296	0.2541649669
1297	0.2540764533
1298	0.2540359076
1299	0.2539916146
1300	0.2539593714
1301	0.253926403
1302	0.2538656508
1303	0.2538237339
1304	0.2537959866
1305	0.2537104217
1306	0.2537027649
1307	0.2536995683
1308	0.2536911419
1309	0.2536236083
1310	0.2535202746
1311	0.2534495387
1312	0.2534388992
1313	0.2533444094
1314	0.2532292101
1315	0.2532175889
1316	0.2531738058
1317	0.253146679
1318	0.2531421814
1319	0.2530836256
1320	0.253030827
1321	0.2529698359
1322	0.2529590912
1323	0.2529584075
1324	0.2528898686
1325	0.2528228872
1326	0.2528052265
1327	0.2527548211
1328	0.2527544436
1329	0.252678183
1330	0.2526555057
1331	0.252632917
1332	0.2525866192
1333	0.2525595136
1334	0.2524990046
1335	0.2524613634
1336	0.252374139
1337	0.2523422829
1338	0.2523401783
1339	0.2522828235
1340	0.2522426175
1341	0.2521552956
1342	0.2520574121
1343	0.2520553165
1344	0.2520320114
1345	0.2519687166
1346	0.2519291368
1347	0.2519100384
1348	0.2518963807
1349	0.2518879249
1350	0.251885853
1351	0.2517807168
1352	0.251728404
1353	0.2517182224
1354	0.2516501826
1355	0.2516440338
1356	0.2516177331
1357	0.2515250767
1358	0.2515226738
1359	0.2514724334
1360	0.2514047784
1361	0.2513866087
1362	0.2513833003
1363	0.2513828719
1364	0.2513807968
1365	0.2513628464
1366	0.2513395671
1367	0.2512661929
1368	0.2512470397
1369	0.2511986906
1370	0.2511907092
1371	0.2511654986
1372	0.2510763581
1373	0.2510550571
1374	0.2510132203
1375	0.2509852147
1376	0.250974978
1377	0.2509672847
1378	0.2508980338
1379	0.2508477888
1380	0.2508470638
1381	0.2507808786
1382	0.2507801797
1383	0.2507558178
1384	0.2507283208
1385	0.2507185166
1386	0.2506766069
1387	0.2506762744
1388	0.2505739813
1389	0.2505110486
1390	0.2505001048
1391	0.2504972757
1392	0.2504934119
1393	0.2504927638
1394	0.2504104636
1395	0.2504081923
1396	0.2503805956
1397	0.2503243467
1398	0.2503171531
1399	0.2502540112
1400	0.2502534292
1401	0.2502023045
1402	0.2501447671
1403	0.2500937424
1404	0.2500388027
1405	0.249957631
1406	0.2498452221
1407	0.2497911443
1408	0.2497807533
1409	0.2496804314
1410	0.2496754364
1411	0.2496643181
1412	0.2496636901
1413	0.2495674694
1414	0.2495399078
1415	0.2494595737
1416	0.2494504074
1417	0.2494106185
1418	0.249323338
1419	0.2493108105
1420	0.2492022346
1421	0.2491889063
1422	0.2491444212
1423	0.2491268784
1424	0.2490891693
1425	0.2490335698
1426	0.2490042352
1427	0.2490036229
1428	0.2489501157
1429	0.2488762443
1430	0.2488509246
1431	0.248839153
1432	0.2488301597
1433	0.2487895634
1434	0.2487288804
1435	0.2487283933
1436	0.2486511459
1437	0.2485473734
1438	0.2485447727
1439	0.2485280589
1440	0.248512378
1441	0.2485118969
1442	0.2484518347
1443	0.2484293558
1444	0.2483762625
1445	0.248261652
1446	0.2481699976
1447	0.2481196059
1448	0.2480229513
1449	0.2479338273
1450	0.2479068324
1451	0.2478634309
1452	0.2478216579
1453	0.2477892486
1454	0.2477715955
1455	0.2477429278
1456	0.2476789777
1457	0.247594976
1458	0.2475880803
1459	0.2475827605
1460	0.2475790704
1461	0.2475765578
1462	0.2475373495
1463	0.247504594
1464	0.2474109718
1465	0.2473401731
1466	0.2473305746
1467	0.247258391
1468	0.2472136656
1469	0.2472051335
1470	0.2472047323
1471	0.247138124
1472	0.2471113543
1473	0.2470759835
1474	0.2470372501
1475	0.247022196
1476	0.2469870295
1477	0.2469576396
1478	0.2469564065
1479	0.2469274217
1480	0.2468711474
1481	0.2468413894
1482	0.2468324405
1483	0.2467799831
1484	0.2467796669
1485	0.2467290409
1486	0.2466956997
1487	0.2466495683
1488	0.2465282196
1489	0.2464203697
1490	0.2463580423
1491	0.2463475746
1492	0.2463471178
1493	0.2462846119
1494	0.2462831563
1495	0.2462764579
1496	0.2462539439
1497	0.2461953232
1498	0.2461937564
1499	0.2461677503
1500	0.2461657471
1501	0.2461313191
1502	0.2461249716
1503	0.2460861149
1504	0.2460514744
1505	0.2460019562
1506	0.2459608808
1507	0.2459126083
1508	0.2458904647
1509	0.2458437061
1510	0.2458414791
