iter	RMSE
1511	0.2458047782
1512	0.2457671747
1513	0.2457097538
1514	0.245645668
1515	0.2455719223
1516	0.2455347238
1517	0.2454427548
1518	0.245348756
1519	0.245312571
1520	0.2453107525
1521	0.2452128498
1522	0.2451715602
1523	0.2451293037
1524	0.2450904405
1525	0.2450453751
1526	0.2450287783
1527	0.2450273812
1528	0.2449917022
1529	0.2449896643
1530	0.2449492275
1531	0.2449284283
1532	0.2449266975
1533	0.2448767442
1534	0.2448543913
1535	0.244802568
1536	0.2447999802
1537	0.2447407068
1538	0.2447362645
1539	0.2446522472
1540	0.2445784665
1541	0.244570088
1542	0.2444850732
1543	0.2444833874
1544	0.2444714028
1545	0.2444131084
1546	0.2443273153
1547	0.2442393811
1548	0.244219028
1549	0.2441781447
1550	0.2440918655
1551	0.2440616814
1552	0.244055245
1553	0.2440065474
1554	0.2439625727
1555	0.2439565629
1556	0.2438805873
1557	0.2437738321
1558	0.2437466016
1559	0.2437075912
1560	0.2436899082
1561	0.2436193252
1562	0.2436127295
1563	0.2435903194
1564	0.2435192738
1565	0.2434523582
1566	0.2434065902
1567	0.2433925553
1568	0.2433897518
1569	0.243379743
1570	0.2432851332
1571	0.2432452676
1572	0.2432438719
1573	0.2432356223
1574	0.2431872767
1575	0.2431664427
1576	0.2431381358
1577	0.2431195161
1578	0.2431153493
1579	0.2430528911
1580	0.2430085396
1581	0.2429580543
1582	0.2429104002
1583	0.2428701571
1584	0.2428345158
1585	0.2428292517
1586	0.2428273467
1587	0.2427497505
1588	0.2427425137
1589	0.2427248196
1590	0.2427153408
1591	0.2427107071
1592	0.2426929772
1593	0.2426657495
1594	0.2426261891
1595	0.2426093045
1596	0.2426081678
1597	0.2425419944
1598	0.2424424137
1599	0.2423712656
1600	0.2423321944
1601	0.2423121153
1602	0.2422759345
1603	0.2422409325
1604	0.2422392405
1605	0.2421888114
1606	0.2421821135
1607	0.2421659179
1608	0.2420778243
1609	0.2420496984
1610	0.2420092881
1611	0.2419369618
1612	0.2419248225
1613	0.2418879383
1614	0.2418634094
1615	0.2418628443
1616	0.2417730004
1617	0.2417666751
1618	0.2417404896
1619	0.2417220014
1620	0.24168624
1621	0.2416191979
1622	0.2415904657
1623	0.2415571821
1624	0.2414781208
1625	0.2414074915
1626	0.2414067311
1627	0.2414061744
1628	0.2413839461
1629	0.2413565815
1630	0.2413423327
1631	0.2413265407
1632	0.2412682788
1633	0.2412277585
1634	0.2412045227
1635	0.2412038997
1636	0.2411183648
1637	0.2411151648
1638	0.2410801895
1639	0.2410318883
1640	0.2410317252
1641	0.2410280699
1642	0.2410211376
1643	0.2410017973
1644	0.2409977145
1645	0.2409536298
1646	0.2409513686
1647	0.2408760651
1648	0.2408704361
1649	0.2408595439
1650	0.2408308442
1651	0.2407864476
1652	0.2407851275
1653	0.2407626013
1654	0.2407379528
1655	0.240705533
1656	0.2407036273
1657	0.2406875793
1658	0.2406336656
1659	0.2406120897
1660	0.2405989918
1661	0.2405551638
1662	0.2405501146
1663	0.240548222
1664	0.2405445698
1665	0.2405434447
1666	0.2405313656
1667	0.2404726201
1668	0.2404074105
1669	0.24033897
1670	0.2403277046
1671	0.2402922734
1672	0.2402528429
1673	0.2402304983
1674	0.2402255974
1675	0.2401826191
1676	0.2401363117
1677	0.2401288109
1678	0.2400814988
1679	0.2400590661
1680	0.2400532437
1681	0.2400519381
1682	0.2400499382
1683	0.2400493794
1684	0.2400377079
1685	0.2400227319
1686	0.2400033636
1687	0.2399883762
1688	0.2399809808
1689	0.2399775213
1690	0.2399754323
1691	0.2399683174
1692	0.2399079161
1693	0.2398935304
1694	0.2397880159
1695	0.239716227
1696	0.239679758
1697	0.2396164064
1698	0.2395112758
1699	0.2395085998
1700	0.2395079756
1701	0.2394384114
1702	0.2394379929
1703	0.2394101849
1704	0.2393968807
1705	0.2393220762
1706	0.2392758116
1707	0.2392754007
1708	0.2392058329
1709	0.2391966854
1710	0.2391563308
1711	0.23915441
1712	0.2391309843
1713	0.23912812
1714	0.2391270768
1715	0.2391231948
1716	0.2391226675
1717	0.2391219982
1718	0.2390908512
1719	0.2390540928
1720	0.2390513609
1721	0.2390368671
1722	0.2390352424
1723	0.2389972673
1724	0.2389589011
1725	0.2389227009
1726	0.2388625625
1727	0.2388000082
1728	0.2387684585
1729	0.2387594198
1730	0.2387071673
1731	0.2386526608
1732	0.2386303918
1733	0.2386158497
1734	0.2385807422
1735	0.2385802169
1736	0.2385719498
1737	0.238568803
1738	0.2385672202
1739	0.2385423756
1740	0.2384197528
1741	0.2383637352
1742	0.2383336881
1743	0.2382668655
1744	0.2382659866
1745	0.2382256857
1746	0.2381864469
1747	0.2381569105
1748	0.2381557219
1749	0.238149371
1750	0.2381426115
1751	0.2381208821
1752	0.238110605
1753	0.2380545975
1754	0.2380462931
1755	0.238045504
1756	0.2380427825
1757	0.2380200675
1758	0.2380040833
1759	0.2379836946
1760	0.237975111
1761	0.2379235835
1762	0.2379222648
1763	0.2379093024
1764	0.2378213135
1765	0.2378125131
1766	0.2378059467
1767	0.2378049585
1768	0.2378033704
1769	0.2378027696
1770	0.2377385789
1771	0.2377279813
1772	0.2377165745
1773	0.2377161291
1774	0.2377154796
1775	0.2376719003
1776	0.2376700828
1777	0.2376400765
1778	0.2375882764
1779	0.2375640322
1780	0.2375120508
1781	0.2375087432
1782	0.2374546195
1783	0.2374049717
1784	0.2373702424
1785	0.237348237
1786	0.2373187776
1787	0.2373172332
1788	0.2372492893
1789	0.2372468722
1790	0.2372465362
1791	0.2371595881
1792	0.2371580813
1793	0.2371540842
1794	0.2371534052
1795	0.237151012
1796	0.237081047
1797	0.2370071852
1798	0.2370044295
1799	0.2369966181
1800	0.2369678154
1801	0.2369626204
1802	0.2369620084
1803	0.236916986
1804	0.2369166016
1805	0.2368619463
1806	0.2368563488
1807	0.2368094309
1808	0.2367840656
1809	0.2367450917
1810	0.2367262492
1811	0.2366708851
1812	0.2366700776
1813	0.2366548679
1814	0.2366474775
1815	0.2366226208
1816	0.2365781267
1817	0.2365053453
1818	0.2365050014
1819	0.2364922827
1820	0.2364412874
1821	0.236401124
1822	0.23636915
1823	0.2363419705
1824	0.236323212
1825	0.2363039042
1826	0.236276603
1827	0.2362760618
1828	0.2361941708
1829	0.2361608242
1830	0.2361598797
1831	0.2361505887
1832	0.2361331666
1833	0.2361321826
1834	0.2361203564
1835	0.2361088988
1836	0.2360648188
1837	0.2360315301
1838	0.2360258347
1839	0.2360113612
1840	0.2359660475
1841	0.2359568494
1842	0.2358990928
1843	0.2358393634
1844	0.2357768292
1845	0.2357763615
1846	0.2357760094
1847	0.2357388094
1848	0.2356738945
1849	0.2356694513
1850	0.235667433
1851	0.2356625694
1852	0.235661751
1853	0.2356613962
1854	0.2356432299
1855	0.235642353
1856	0.2356378307
1857	0.2356367578
1858	0.2356357925
1859	0.2356034855
1860	0.2355918256
1861	0.2355913974
1862	0.2355017723
1863	0.2354732
1864	0.2354434529
1865	0.2354429906
1866	0.2353910951
1867	0.2353672007
1868	0.2353370999
1869	0.235296783
1870	0.2352834406
1871	0.2352340626
1872	0.2351814115
1873	0.235167962
1874	0.2351435973
1875	0.2351431
1876	0.2351408101
1877	0.235130179
1878	0.2351292154
1879	0.2350978542
1880	0.2350695371
1881	0.235033797
1882	0.2349995448
1883	0.2349665401
1884	0.2349614118
1885	0.2348941431
1886	0.2348627501
1887	0.2348573211
1888	0.2347959749
1889	0.2347756889
1890	0.2347571607
1891	0.2347385311
1892	0.2347188359
1893	0.2346724247
1894	0.2346232321
1895	0.2345906538
1896	0.2345739689
1897	0.2345372355
1898	0.2345303028
1899	0.2345148182
1900	0.2344627498
1901	0.2344533342
1902	0.2344269174
1903	0.2344241013
1904	0.2343707202
1905	0.2343518088
1906	0.2343042429
1907	0.2342952884
1908	0.234272917
1909	0.2342302499
1910	0.2341781438
1911	0.2341772773
1912	0.2340920645
1913	0.234068795
1914	0.2340378272
1915	0.2339595625
1916	0.2339250539
1917	0.2338848109
1918	0.2338821366
1919	0.2337943725
1920	0.2337690732
1921	0.2337584047
1922	0.2337419092
1923	0.2337075607
1924	0.2336660936
1925	0.2336299336
1926	0.2336294897
1927	0.2336195052
1928	0.2336157775
1929	0.2336127703
1930	0.2335829861
1931	0.2335515193
1932	0.2334750487
1933	0.2334533057
1934	0.2334163258
1935	0.2334060533
1936	0.2333798648
1937	0.2333353055
1938	0.2333322611
1939	0.2332890602
1940	0.2332801979
1941	0.2332783102
1942	0.2332464383
1943	0.2332445411
1944	0.233242471
1945	0.2332421982
1946	0.2332372152
1947	0.2332034293
1948	0.2332009303
1949	0.2331979587
1950	0.2331690586
1951	0.2331684172
1952	0.2331678948
1953	0.233167574
1954	0.2331586102
1955	0.233132543
1956	0.2331299173
1957	0.2331283989
1958	0.233074345
1959	0.2330413272
1960	0.2330148404
1961	0.2330096179
1962	0.2330006221
1963	0.2329642635
1964	0.2329621517
1965	0.2329409333
1966	0.2328948972
1967	0.2328783016
1968	0.2328763002
1969	0.2328258525
1970	0.2328109951
1971	0.2328101706
1972	0.2328073106
1973	0.2327690347
1974	0.2327612153
1975	0.2327505828
1976	0.2327502066
1977	0.2327094335
1978	0.2326749476
1979	0.2326712367
1980	0.2326097388
1981	0.2325999632
1982	0.232492448
1983	0.2324914832
1984	0.2324676611
1985	0.2324667133
1986	0.2324560469
1987	0.2324043945
1988	0.232402018
1989	0.2323997447
1990	0.232378504
1991	0.2323770104
1992	0.2323660945
1993	0.232339756
1994	0.2322935815
1995	0.2322918636
1996	0.2322589606
1997	0.2322258943
1998	0.2322253523
1999	0.2322134228
2000	0.2321698705
2001	0.2321635874
2002	0.2321598534
2003	0.232138995
2004	0.2320987338
2005	0.232088124
2006	0.2320587802
2007	0.2320566074
2008	0.2320539938
2009	0.2320192075
2010	0.2320176736
2011	0.2320010143
2012	0.2319813839
2013	0.2319585288
2014	0.2319343779
2015	0.2318932735
2016	0.2318564197
2017	0.2318308432
2018	0.2318133885
2019	0.2317732998
2020	0.2317718393
2021	0.231770348
2022	0.2317579923
2023	0.2317333326
2024	0.2317089997
2025	0.2316808916
2026	0.2316487404
2027	0.2316483249
2028	0.2316139366
2029	0.2316117297
2030	0.231571009
2031	0.2315271977
2032	0.23152591
2033	0.2315103289
2034	0.2314830999
2035	0.2314748934
2036	0.2314734192
2037	0.231419753
2038	0.2314177205
2039	0.2314116636
2040	0.231399282
2041	0.2313157397
2042	0.2313084532
2043	0.2312459481
2044	0.2312376829
2045	0.2312279034
2046	0.231194654
2047	0.2311666552
2048	0.2311258326
2049	0.2310724542
2050	0.2310325946
2051	0.2310160935
2052	0.2309928321
2053	0.2309631903
2054	0.2309618257
2055	0.2309606202
2056	0.2309362718
2057	0.2309348756
2058	0.2309244287
2059	0.2309228771
2060	0.2309216496
2061	0.2309044875
2062	0.2309033837
2063	0.2308471405
2064	0.2308436323
2065	0.2308307682
2066	0.2307916501
2067	0.2307826552
2068	0.2307822057
2069	0.2307418321
2070	0.2307012676
2071	0.2307007868
2072	0.230679889
2073	0.2306781201
2074	0.23061857
2075	0.2306182326
2076	0.2305834176
2077	0.2305824336
2078	0.2305690769
2079	0.2305656926
2080	0.2305081846
2081	0.2304655255
2082	0.2304109907
2083	0.2303764609
2084	0.2303742419
2085	0.2303211681
2086	0.2303074137
2087	0.2302708801
2088	0.2302535232
2089	0.2301903257
2090	0.2301560723
2091	0.2301539632
2092	0.2301497657
2093	0.2301478395
2094	0.2301034992
2095	0.2300649745
2096	0.2300488287
2097	0.2300326884
2098	0.2300317304
2099	0.2300237785
2100	0.2299919251
2101	0.2299900948
2102	0.2299714104
2103	0.2299698147
2104	0.2298710405
2105	0.2298049664
2106	0.2297746011
2107	0.2297213032
2108	0.2296907338
2109	0.2296602447
2110	0.2296138921
2111	0.2296121517
2112	0.2296042271
2113	0.2295377864
2114	0.2295272233
2115	0.2294986457
2116	0.2294787084
2117	0.2294422613
2118	0.2294204138
2119	0.2293930533
2120	0.2293625505
2121	0.2293354696
2122	0.2293319909
2123	0.2293084134
2124	0.2292989095
2125	0.2292448071
2126	0.2292436357
2127	0.2292251245
2128	0.2291859403
2129	0.2291648884
2130	0.2291421766
2131	0.2291419857
2132	0.2291316506
2133	0.2291304006
2134	0.2291291141
2135	0.2291167096
2136	0.2291101063
2137	0.2290921794
2138	0.2290377185
2139	0.2290358408
2140	0.2289525097
2141	0.2289369413
2142	0.2289115312
2143	0.2288827015
2144	0.2288518279
2145	0.2288368587
2146	0.2287941758
2147	0.2287933282
2148	0.2287929603
2149	0.2287843604
2150	0.2287830025
2151	0.2287538508
2152	0.2287084139
2153	0.2285968579
2154	0.2285766415
2155	0.2285318813
2156	0.228507402
2157	0.228481907
2158	0.2284801815
2159	0.2284495061
2160	0.2284051784
2161	0.228404162
2162	0.2283471665
2163	0.228299675
2164	0.2282991883
2165	0.228218724
2166	0.2281987337
2167	0.2281407458
2168	0.2281385801
2169	0.2281168217
2170	0.2281021752
2171	0.2280629734
2172	0.2280287044
2173	0.228013615
2174	0.2280061316
2175	0.2280054578
2176	0.2280008407
2177	0.2279670312
2178	0.2279179769
2179	0.2279046903
2180	0.2278978977
2181	0.2278233634
2182	0.2277897161
2183	0.2277797186
2184	0.2277552192
2185	0.2276801118
2186	0.2276429211
2187	0.2276200661
2188	0.2276051115
2189	0.2275968636
2190	0.2275722657
2191	0.2275267229
2192	0.2274962012
2193	0.2274580484
2194	0.2274143265
2195	0.2273937249
2196	0.227336675
2197	0.2272988609
2198	0.2272911387
2199	0.2272646783
2200	0.2272336203
2201	0.2272103089
2202	0.2271702084
2203	0.227144956
2204	0.2271152248
2205	0.2271146853
2206	0.2270915423
2207	0.2270672482
2208	0.2270388058
2209	0.2270375321
2210	0.2269579531
2211	0.2269341899
2212	0.2269334272
2213	0.226901953
2214	0.2268734527
2215	0.2268574515
2216	0.2268154464
2217	0.2267616523
2218	0.2267002402
2219	0.2266278098
2220	0.2266209437
2221	0.2265799868
2222	0.2265565441
2223	0.226530437
2224	0.2265279751
2225	0.2264911046
2226	0.2264738964
2227	0.2264475384
2228	0.2264473202
2229	0.2264412678
2230	0.2264204374
2231	0.2263960282
2232	0.2263373228
2233	0.2263219424
2234	0.2263207888
2235	0.2263090551
2236	0.2262858789
2237	0.2262687578
2238	0.2262481562
2239	0.2261778332
2240	0.2261604949
2241	0.2261401439
2242	0.2261017096
2243	0.2260670141
2244	0.2260612731
2245	0.2260284487
2246	0.2259488209
2247	0.22591656
2248	0.2258829762
2249	0.2257482093
2250	0.2257110749
2251	0.2256921754
2252	0.2256681994
2253	0.2256248881
2254	0.2256242974
2255	0.2255992511
2256	0.2255884015
2257	0.225582188
2258	0.2255420313
2259	0.2255090128
2260	0.2254869392
2261	0.2254446465
2262	0.225430352
2263	0.2254211854
2264	0.2253836038
2265	0.2253290726
2266	0.2252602439
2267	0.2252469576
2268	0.2252231191
2269	0.2252215447
2270	0.2252051238
2271	0.2251754235
2272	0.2251722484
2273	0.2251674605
2274	0.2251642684
2275	0.2251392783
2276	0.2251272159
2277	0.2250870771
2278	0.2250504053
2279	0.2250378212
2280	0.2250281575
2281	0.2250110387
2282	0.2249979645
2283	0.2249650856
2284	0.2249526948
2285	0.2249016031
2286	0.2248548806
2287	0.224819423
2288	0.2247642169
2289	0.224745031
2290	0.2247440583
2291	0.224715079
2292	0.2246940258
2293	0.2246871744
2294	0.2246802794
2295	0.2246723129
2296	0.2246398003
2297	0.2246243449
2298	0.2246080571
2299	0.2246010336
2300	0.2246000559
2301	0.2245347794
2302	0.2245336569
2303	0.2245200209
2304	0.2245051608
2305	0.2244919796
2306	0.2244358246
2307	0.2243961329
2308	0.2243641536
2309	0.2243283963
2310	0.2243204911
2311	0.2242864601
2312	0.2242466274
2313	0.2242149852
2314	0.2241743691
2315	0.2241288298
2316	0.2240935366
2317	0.2240913107
2318	0.2240723047
2319	0.2240638861
2320	0.2240555344
2321	0.2240443135
2322	0.2239631434
2323	0.2239034784
2324	0.2238711233
2325	0.2238341967
2326	0.2238008835
2327	0.2237442479
2328	0.223743777
2329	0.2237050958
2330	0.2237034451
2331	0.2237000095
2332	0.2236969899
2333	0.2236378383
2334	0.2236221108
2335	0.2236081563
2336	0.22356357
2337	0.2235312864
2338	0.2235305841
2339	0.2235268206
2340	0.2234860947
2341	0.2234842649
2342	0.2234587906
2343	0.2234488686
2344	0.223427199
2345	0.2234148917
2346	0.22341471
2347	0.2234083401
2348	0.2234076467
2349	0.2234019887
2350	0.2233680776
2351	0.2232879325
2352	0.2232086981
2353	0.2232030521
2354	0.2231947418
2355	0.2231721738
2356	0.2231661672
2357	0.2231027539
2358	0.223098656
2359	0.2230640651
2360	0.2230636166
2361	0.223053946
2362	0.2230443679
2363	0.2230289164
2364	0.2230119054
2365	0.2230103438
2366	0.2229950727
2367	0.2229316778
2368	0.2229221022
2369	0.2229101959
2370	0.2228839262
2371	0.2228486527
2372	0.2228198692
2373	0.2228184821
2374	0.222810281
2375	0.2228049688
2376	0.2228018807
2377	0.2227530248
2378	0.2227508879
2379	0.2227384918
2380	0.2227380734
2381	0.2227337886
2382	0.2226613434
2383	0.2226558723
2384	0.222643938
2385	0.2226239499
2386	0.2226082599
2387	0.2225542563
2388	0.2225362645
2389	0.2225081984
2390	0.2224626637
2391	0.2224079291
2392	0.2223991584
2393	0.2223387437
2394	0.2223251397
2395	0.2223159982
2396	0.2222929832
2397	0.2222634026
2398	0.2222235786
2399	0.2222216435
2400	0.2221831041
2401	0.2221617457
2402	0.2221595428
2403	0.2221012989
2404	0.2221007757
2405	0.2220888195
2406	0.2220516229
2407	0.2220039705
2408	0.221987724
2409	0.221950677
2410	0.2219273873
2411	0.2218945962
2412	0.221893136
2413	0.2218588739
2414	0.221828312
2415	0.2218060875
2416	0.2217260608
2417	0.2217191872
2418	0.2217129197
2419	0.2216983646
2420	0.221697287
2421	0.2216928353
2422	0.2216504952
2423	0.2215897001
2424	0.2215708348
2425	0.2215696013
2426	0.2215342439
2427	0.2215116015
2428	0.221511412
2429	0.2214530806
2430	0.2214144245
2431	0.2214081572
2432	0.2214071546
2433	0.2213517028
2434	0.2213105164
2435	0.2213062004
2436	0.221295077
2437	0.2212937356
2438	0.2212836471
2439	0.2212571717
2440	0.2212084237
2441	0.2211548241
2442	0.2211525255
2443	0.2211313977
2444	0.2211048656
2445	0.2210401481
2446	0.2210018601
2447	0.2209744497
2448	0.2209743017
2449	0.2209550258
2450	0.2209451486
2451	0.2209418079
2452	0.2209275594
2453	0.2208742486
2454	0.2208630804
2455	0.2208570273
2456	0.2208413474
2457	0.2208240731
2458	0.2207758594
2459	0.2207414825
2460	0.2207310223
2461	0.2207264376
2462	0.2207108893
2463	0.2207091145
2464	0.220681027
2465	0.2206686358
2466	0.2206681415
2467	0.2206614476
2468	0.2206440769
2469	0.2205822598
2470	0.2205186038
2471	0.2205103859
2472	0.2205070286
2473	0.2205035022
2474	0.2204837679
2475	0.220443206
2476	0.2204427255
2477	0.2204423394
2478	0.2204244371
2479	0.2204116462
2480	0.2204108795
2481	0.2203837891
2482	0.2203667749
2483	0.220359844
2484	0.2203498862
2485	0.2203497744
2486	0.2203407062
2487	0.2203309244
2488	0.2203277072
2489	0.2203203149
2490	0.2202774515
2491	0.2202247475
2492	0.220223783
2493	0.2202159146
2494	0.2201843186
2495	0.2201834003
2496	0.2201729244
2497	0.2201537084
2498	0.2201320109
2499	0.2201239865
2500	0.2201152247
2501	0.2201000412
2502	0.2200291419
2503	0.2200194695
2504	0.220019205
2505	0.2199644226
2506	0.2199597271
2507	0.2199505947
2508	0.2199487323
2509	0.2199281701
2510	0.2198678679
2511	0.2198393378
2512	0.2198387336
2513	0.2198365759
2514	0.2198363001
2515	0.2198328297
2516	0.2198089461
2517	0.2198068521
2518	0.2198064495
2519	0.2198034246
2520	0.2198004457
2521	0.2198002979
2522	0.2197623207
2523	0.2197508015
2524	0.219712672
2525	0.219700719
2526	0.2196537273
2527	0.2196352534
2528	0.2196018638
2529	0.2195973722
2530	0.2195816566
2531	0.2195580875
2532	0.2195162065
2533	0.2195138169
2534	0.2195026526
2535	0.2194958354
2536	0.2194904012
2537	0.2194579753
2538	0.2194571354
2539	0.2194344952
2540	0.2194334324
2541	0.2194181028
2542	0.2193921521
2543	0.2193786786
2544	0.219370214
2545	0.2193365468
2546	0.2193312857
2547	0.219271974
2548	0.2192715455
2549	0.2192645881
2550	0.2192418917
2551	0.2192338588
2552	0.2192327332
2553	0.219232593
2554	0.2192059979
2555	0.2192040797
2556	0.2191942286
2557	0.2191924321
2558	0.219166814
2559	0.2191618043
2560	0.2191270281
2561	0.2191200001
2562	0.219095536
2563	0.2190333449
2564	0.2190250642
2565	0.2190152256
2566	0.2189606225
2567	0.2189563581
2568	0.2189437757
2569	0.2188818918
2570	0.2188810404
2571	0.2188588938
2572	0.2188401242
2573	0.2188329463
2574	0.2188064167
2575	0.2187728687
2576	0.2187513198
2577	0.2187484824
2578	0.2187103673
2579	0.2186682009
2580	0.218645602
2581	0.2186404295
2582	0.2186237583
2583	0.2185930253
2584	0.2185817053
2585	0.2185807764
2586	0.2185761733
2587	0.218575081
2588	0.2185749226
2589	0.218514176
2590	0.2185087466
2591	0.2184941157
2592	0.2184905095
2593	0.2184355956
2594	0.2183845442
2595	0.2183353076
2596	0.2183349888
2597	0.2183198359
2598	0.2183101316
2599	0.218296378
2600	0.2182846523
2601	0.2182765048
2602	0.218266617
2603	0.218266035
2604	0.2182412366
2605	0.2181868672
2606	0.2181771596
2607	0.2181421308
2608	0.2181416643
2609	0.2181411533
2610	0.2181314886
2611	0.2181304379
2612	0.2181174598
2613	0.2181110986
2614	0.2180982891
2615	0.2180941565
2616	0.2180831928
2617	0.2180828704
2618	0.2180811273
2619	0.2180729295
2620	0.218053982
2621	0.2180191289
2622	0.2179944235
2623	0.2179587579
2624	0.2179258271
2625	0.2178939998
2626	0.2178825287
2627	0.2178598195
2628	0.2178053845
2629	0.2177779512
2630	0.217730104
2631	0.2177262255
2632	0.2177143597
2633	0.2176913904
2634	0.217687923
2635	0.2176722057
2636	0.2176668412
2637	0.2176658195
2638	0.2176642597
2639	0.2176639298
2640	0.2176636451
2641	0.2176551905
2642	0.2176381743
2643	0.2176323604
2644	0.2175860755
2645	0.2175537195
2646	0.2175327528
2647	0.217519614
2648	0.2174907217
2649	0.217457407
2650	0.2174261509
2651	0.2173558003
2652	0.2173158654
2653	0.217281121
2654	0.2172665376
2655	0.2172638033
2656	0.2171991665
2657	0.2171817636
2658	0.2171798926
2659	0.2171776038
2660	0.2171640348
2661	0.2171382387
2662	0.2171256994
2663	0.2171198586
2664	0.2171186799
2665	0.2170990701
2666	0.2170956767
2667	0.2170935302
2668	0.2170899558
2669	0.2170729486
2670	0.2170577041
2671	0.2170359729
2672	0.2170040437
2673	0.2169872136
2674	0.2169717185
2675	0.2169544352
2676	0.2169344395
2677	0.2169330952
2678	0.2169029534
2679	0.21681024
2680	0.2167597452
2681	0.2167251108
2682	0.2167177868
2683	0.2166535086
2684	0.216631212
2685	0.2166045713
2686	0.2165987409
2687	0.2165951129
2688	0.2165734843
2689	0.2165487577
2690	0.2165473262
2691	0.2165385709
2692	0.2165038113
2693	0.2164930658
2694	0.2164821952
2695	0.2164702493
2696	0.216446188
2697	0.216396871
2698	0.2163642607
2699	0.2163234638
2700	0.2162995434
2701	0.2162816138
2702	0.2162529952
2703	0.2162308071
2704	0.2162304133
2705	0.2161947397
2706	0.2161721076
2707	0.2161697774
2708	0.21610282
2709	0.2161011091
2710	0.2160816062
2711	0.2160577799
2712	0.216052308
2713	0.2160187914
2714	0.2160154848
2715	0.2160153381
2716	0.215998229
2717	0.2159847186
2718	0.2159443383
2719	0.2159279222
2720	0.2158945564
2721	0.2158934068
2722	0.215872927
2723	0.2158637466
2724	0.2158127775
2725	0.2157852601
2726	0.2157849405
2727	0.2157847092
2728	0.2157745026
2729	0.215760826
2730	0.2157587883
2731	0.2157488607
2732	0.2157335026
2733	0.215689416
2734	0.2156796225
2735	0.2156556163
2736	0.2156505245
2737	0.2156364287
2738	0.2156295021
2739	0.2155875547
2740	0.2155419916
2741	0.2155196005
2742	0.2155176003
2743	0.2155174406
2744	0.2154969537
2745	0.2154927902
2746	0.2154913844
2747	0.2154730509
2748	0.2154651675
2749	0.2154649121
2750	0.2154453811
2751	0.2153957093
2752	0.2153553504
2753	0.2153309244
2754	0.2153119132
2755	0.2152790938
2756	0.2152666185
2757	0.2152591576
2758	0.2152021088
2759	0.2151652201
2760	0.2151613016
2761	0.2151476314
2762	0.2151270732
2763	0.2151268022
2764	0.2151190032
2765	0.2150709842
2766	0.2150466367
2767	0.2150435614
2768	0.2150366234
2769	0.2150052843
2770	0.2149885414
2771	0.2149511739
2772	0.2149167382
2773	0.2149165659
2774	0.2149078378
2775	0.2148530862
2776	0.2147873516
2777	0.2147665207
2778	0.2147468293
2779	0.2147428494
2780	0.2147426052
2781	0.2147176184
2782	0.214702488
2783	0.214690091
2784	0.2146325667
2785	0.2146279055
2786	0.2146235811
2787	0.2146109579
2788	0.2145820549
2789	0.2145533108
2790	0.2145384648
2791	0.2145221465
2792	0.2144991687
2793	0.2144820843
2794	0.2144570717
2795	0.2144472948
2796	0.2144435953
2797	0.2144207345
2798	0.2144056177
2799	0.214398398
2800	0.2143829086
2801	0.2143794663
2802	0.2143631527
2803	0.2143250477
2804	0.2143137606
2805	0.2143090345
2806	0.214274676
2807	0.2142700552
2808	0.2142401406
2809	0.2142380976
2810	0.2142226414
2811	0.2142138406
2812	0.2142061222
2813	0.2142043366
2814	0.2141786454
2815	0.2141442896
2816	0.2141429408
2817	0.2141398232
2818	0.2141191636
2819	0.2141179283
2820	0.2140925306
2821	0.214070613
2822	0.2140668306
2823	0.2140295501
2824	0.2139596304
2825	0.2139310242
2826	0.2139041582
2827	0.2138934963
2828	0.2138634801
2829	0.213848906
2830	0.2138160284
2831	0.2138156521
2832	0.2137902315
2833	0.2137637217
2834	0.2137635152
2835	0.2137151564
2836	0.2136956152
2837	0.2136953632
2838	0.2136783444
2839	0.2136621686
2840	0.213645589
2841	0.2136367969
2842	0.2136259328
2843	0.2136039391
2844	0.2135924786
2845	0.2135302272
2846	0.2135241598
2847	0.2134592298
2848	0.2134309929
2849	0.2134161838
2850	0.2134042654
2851	0.2133889785
2852	0.2133841976
2853	0.2133737964
2854	0.2133166285
2855	0.2132883252
2856	0.2132876542
2857	0.2132812413
2858	0.213271315
2859	0.2132518335
2860	0.2132449934
2861	0.2132314238
2862	0.2132110341
2863	0.2131833204
2864	0.2131787139
2865	0.2131719593
2866	0.2131091945
2867	0.213073105
2868	0.2130548708
2869	0.2130279715
2870	0.2130058562
2871	0.2129764624
2872	0.2129568814
2873	0.2129328854
2874	0.212910289
2875	0.2129008572
2876	0.2128981854
2877	0.2128980858
2878	0.2128545871
2879	0.2127945341
2880	0.2127943724
2881	0.2127859534
2882	0.2127784472
2883	0.2127704008
2884	0.2127354963
2885	0.2127175987
2886	0.2127014223
2887	0.2126994798
2888	0.2126849601
2889	0.2126227291
2890	0.212613652
2891	0.2126069503
2892	0.2125981358
2893	0.2125688588
2894	0.2125555707
2895	0.2125240453
2896	0.2125077467
2897	0.2124969836
2898	0.2124625775
2899	0.2124411403
2900	0.2124320744
2901	0.2124053603
2902	0.2124021732
2903	0.2123894789
2904	0.212348355
2905	0.2123136308
2906	0.2122887016
2907	0.2122832565
2908	0.2122638842
2909	0.2121903574
2910	0.2121659989
2911	0.2121231587
2912	0.2120738007
2913	0.2120504296
2914	0.2120465033
2915	0.212017544
2916	0.2120166333
2917	0.2120124136
2918	0.2119939969
2919	0.2119834953
2920	0.2119562733
2921	0.2119487479
2922	0.2119348344
